Dists:
Test-Synopsis-0.18
Mojolicious-Plugin-Fondation-User-UI-Bootstrap-0.01
Mojolicious-Plugin-Fondation-0.05
DBIx-Class-Async-v1.0.5
App-genstopwords-v0.0.1
Imager-File-HEIF-0.007
RPi-SPI-3.1802
WiringPi-API-3.1804
BarefootJS-Backend-Xslate-0.18.7
Mojolicious-Plugin-BarefootJS-0.18.7
BarefootJS-0.18.7
SPVM-Go-0.034
SPVM-Sys-0.574
CPAN-MetaCurator-1.26
Dist-Zilla-PluginBundle-Author-ETHER-0.173
CBOR-Free-0.33
OpenSearch-Client-3.007008
HTML-OSM-0.10
Perl-Critic-PJCJ-v0.3.0
Schedule-Easing-0.1.5
OpenAPI-Modern-0.141
Dist-Surveyor-0.023
Net-Async-MCP-0.003
Thread-CSP-0.016
CPAN-Requirements-Dynamic-0.003
CPANSA-DB-20260712.001
Mojolicious-Plugin-Fondation-User-0.01
Music-VoicePhrase-0.0119
Dist-Zilla-PluginBundle-Codeberg-2.0101
Dist-Zilla-PluginBundle-GEEKRUTH-4.0001
YAMLStar-0.1.14
UTF8-R2-0.31
Chandra-Markdown-0.01
Markdown-Simple-0.16
Mojolicious-Plugin-Fondation-Workflow-UI-Bootstrap-0.01
Search-Trigram-0.01
Mojolicious-Plugin-Fondation-Workflow-0.01
Tk-ColorEntry-0.12
RPi-Const-1.07
Workflow-2.10
Crypt-OpenSSL-X509-2.1.3
Imager-File-WEBP-0.006
Tk-DocumentTree-0.11
DBIO-PostgreSQL-EV-0.900001
DBIO-PostgreSQL-PostGIS-0.900001
DBIO-Oracle-0.900001
DBIO-MySQL-EV-0.900001
DBIO-Deprecated-0.900001
DBIO-PostgreSQL-Age-0.900001
DBIO-MSSQL-0.900001
DBIO-GraphQL-0.900001
DBIO-Forked-0.900001
DBIO-Firebird-0.900001
DBIO-DuckDB-0.900001
DBIO-DB2-0.900001
DBIO-Async-0.900001
DBIO-Sybase-0.900001
DBIO-SQLite-0.900001
DBIO-PostgreSQL-0.900001
DBIO-MySQL-0.900001
Dist-Zilla-PluginBundle-DBIO-0.900003
App-Test-Generator-0.43
App-DesktopWorkspaceUtils-0.001
Mojolicious-Plugin-Fondation-Model-DBIx-Async-0.03
Language-Prolog-Sugar-0.07
Slug-0.03
CGI-Lingua-0.82
Apophis-0.04
PDF-Make-0.07
App-bcrypt-1.004
Eshu-0.07
Map-Tube-Server-v1.0.0
Data-Sync-Shared-0.06
Data-SpatialHash-Shared-0.02
Data-ReqRep-Shared-0.05
Data-Log-Shared-0.05
Data-Heap-Shared-0.06
Data-BitSet-Shared-0.04
Number-Iterator-1.03
Tlaloc-1.00

----------------------------------------------------------------------------------------------------
Releases:
Mojolicious-Plugin-Fondation-Setup-0.03
Math-Prime-Util-0.75-TRIAL1
Math-Prime-Util-GMP-0.54-TRIAL1
Scalar-ValueTags-0.001-TRIAL
MojoX-Authentication-0.001
Mojolicious-Plugin-Fondation-Setup-0.02
Mojolicious-Plugin-Fondation-Layout-Bootstrap-0.03
Mojolicious-Plugin-Fondation-Layout-Bootstrap-0.02
Mojolicious-Plugin-Fondation-Setup-0.01
Mojolicious-Plugin-Fondation-0.04
Mojolicious-Plugin-Fondation-Layout-Bootstrap-0.01
Mojolicious-Plugin-Fondation-Asset-0.02
Mojolicious-Plugin-Fondation-Asset-0.01
DBIO-0.900001
Music-VoicePhrase-0.0118
Jacode4e-RoundTrip-2.13.81.16
OpenAPI-Modern-0.140
Feersum-1.506_47
Map-Tube-Barcelona-v1.0.0
CLI-Simple-2.0.13

----------------------------------------------------------------------------------------------------
